,交通运输,仪器仪表,传媒娱乐,供水供气,公路桥梁,其它行业,农林牧渔,农药化肥,化工行业,化纤行业,医疗器械,印刷包装,发电设备,商业百货,塑料制品,家具行业,家电行业,建筑建材,开发区,房地产,摩托车,有色金属,服装鞋类,机械行业,次新股,水泥行业,汽车制造,煤炭行业,物资外贸,环保行业,玻璃行业,生物制药,电力行业,电器行业,电子信息,电子器件,石油行业,纺织机械,纺织行业,综合行业,船舶制造,造纸行业,酒店旅游,酿酒行业,金融行业,钢铁行业,陶瓷行业,飞机制造,食品行业
2025-10-20/2025-10-26,0.2988505747126437,0.020833333333333332,0.05,0.48,0.4,0.0,0.203125,0.41304347826086957,0.12080536912751678,0.0,0.0967741935483871,0.1,0.09230769230769231,0.16129032258064516,0.12121212121212122,0.0625,0.05405405405405406,0.3516483516483517,0.3,0.2682926829268293,0.3333333333333333,0.22058823529411764,0.20408163265306123,0.16587677725118483,0.0,0.2692307692307692,0.08737864077669903,0.5853658536585366,0.23809523809523808,0.37037037037037035,0.15789473684210525,0.11612903225806452,0.5483870967741935,0.1724137931034483,0.02834008097165992,0.05921052631578947,0.3333333333333333,0.125,0.2857142857142857,0.24242424242424243,0.0,0.041666666666666664,0.0,0.0,0.37254901960784315,0.35,0.0,0.0,0.1724137931034483
2025-10-27/2025-11-02,0.3563218390804598,0.0,0.075,0.2,1.2,0.04678362573099415,0.28125,0.1956521739130435,0.053691275167785234,0.11538461538461539,0.0,0.25,0.03076923076923077,0.10752688172043011,0.0,0.125,0.24324324324324326,0.3626373626373626,0.0,0.14634146341463414,0.0,0.058823529411764705,0.3673469387755102,0.12322274881516587,0.0,0.11538461538461539,0.11650485436893204,0.0,0.42857142857142855,0.18518518518518517,0.0,0.03870967741935484,0.22580645161290322,0.017241379310344827,0.06072874493927125,0.046052631578947366,0.25,0.125,0.09523809523809523,0.18181818181818182,0.0,0.0,0.17142857142857143,0.09090909090909091,0.27450980392156865,0.03333333333333333,0.375,0.0,0.2413793103448276
2025-11-03/2025-11-09,0.12643678160919541,0.041666666666666664,0.2,0.2,0.6,0.03508771929824561,0.296875,0.2608695652173913,0.2483221476510067,0.11538461538461539,0.0967741935483871,0.45,0.26153846153846155,0.34408602150537637,0.12121212121212122,0.125,0.3783783783783784,0.16483516483516483,0.0,0.13008130081300814,0.0,0.029411764705882353,0.40816326530612246,0.15165876777251186,0.0,0.11538461538461539,0.13592233009708737,0.0,0.38095238095238093,0.18518518518518517,0.2631578947368421,0.21935483870967742,0.3709677419354839,0.25862068965517243,0.0728744939271255,0.09868421052631579,0.16666666666666666,0.25,0.19047619047619047,0.5151515151515151,0.375,0.375,0.22857142857142856,0.3939393939393939,0.2549019607843137,0.23333333333333334,0.125,0.0,0.3103448275862069
2025-11-10/2025-11-16,0.25287356321839083,0.0625,0.275,0.32,0.0,0.029239766081871343,0.203125,0.7391304347826086,0.3691275167785235,0.07692307692307693,0.0,0.0,0.13846153846153847,0.3548387096774194,0.15151515151515152,0.3125,0.35135135135135137,0.0989010989010989,0.0,0.08130081300813008,0.8333333333333334,0.11764705882352941,0.3673469387755102,0.15639810426540285,0.0,0.46153846153846156,0.18446601941747573,0.04878048780487805,0.2857142857142857,0.0,0.21052631578947367,0.4967741935483871,0.27419354838709675,0.1206896551724138,0.05668016194331984,0.09210526315789473,0.20833333333333334,0.0,0.4523809523809524,0.2727272727272727,0.0,0.20833333333333334,0.2857142857142857,0.24242424242424243,0.0784313725490196,0.18333333333333332,0.25,0.0,0.3793103448275862
2025-11-17/2025-11-23,0.04597701149425287,0.0625,0.075,0.04,0.0,0.04678362573099415,0.296875,0.10869565217391304,0.1342281879194631,0.23076923076923078,0.0,0.35,0.015384615384615385,0.3655913978494624,0.12121212121212122,0.5,0.13513513513513514,0.0989010989010989,0.2,0.0975609756097561,0.16666666666666666,0.014705882352941176,0.14285714285714285,0.06635071090047394,0.0,0.11538461538461539,0.05825242718446602,0.0,0.19047619047619047,0.0,0.0,0.10967741935483871,0.03225806451612903,0.0,0.044534412955465584,0.06578947368421052,0.16666666666666666,0.125,0.09523809523809523,0.2727272727272727,0.0,0.125,0.3142857142857143,0.15151515151515152,0.11764705882352941,0.05,0.0,0.07142857142857142,0.15517241379310345
2025-11-24/2025-11-30,0.034482758620689655,0.0625,0.025,0.0,0.0,0.0,0.03125,0.06521739130434782,0.03355704697986577,0.0,0.0,0.0,0.0,0.07526881720430108,0.18181818181818182,0.0,0.08108108108108109,0.10989010989010989,0.1,0.0,0.0,0.0,0.0,0.014218009478672985,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.05161290322580645,0.0,0.0,0.10526315789473684,0.02631578947368421,0.0,0.0,0.07142857142857142,0.0,0.5,0.0,0.0,0.06060606060606061,0.09803921568627451,0.03333333333333333,0.0,0.07142857142857142,0.05172413793103448
2025-12-01/2025-12-07,0.022988505747126436,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.026845637583892617,0.0,0.0,0.0,0.0,0.03225806451612903,0.09090909090909091,0.0,0.10810810810810811,0.03296703296703297,0.0,0.016260162601626018,0.0,0.058823529411764705,0.061224489795918366,0.0947867298578199,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.05263157894736842,0.04516129032258064,0.0,0.017241379310344827,0.05263157894736842,0.039473684210526314,0.0,0.0,0.0,0.0,0.0,0.0,0.02857142857142857,0.0,0.0196078431372549,0.05,0.0,0.35714285714285715,0.0
2025-12-08/2025-12-14,0.06896551724137931,0.0,0.075,0.0,0.0,0.0,0.046875,0.043478260869565216,0.08053691275167785,0.038461538461538464,0.0,0.0,0.046153846153846156,0.24731182795698925,0.09090909090909091,0.0,0.21621621621621623,0.0,0.0,0.024390243902439025,0.0,0.17647058823529413,0.061224489795918366,0.18009478672985782,0.0,0.15384615384615385,0.18446601941747573,0.0,0.047619047619047616,0.0,0.21052631578947367,0.01935483870967742,0.06451612903225806,0.1206896551724138,0.0931174089068826,0.11842105263157894,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.2571428571428571,0.06060606060606061,0.13725490196078433,0.016666666666666666,0.0,0.2857142857142857,0.0
2025-12-15/2025-12-21,0.06896551724137931,0.020833333333333332,0.0,0.0,0.0,0.017543859649122806,0.015625,0.021739130434782608,0.026845637583892617,0.11538461538461539,0.0,0.15,0.13846153846153847,0.15053763440860216,0.0,0.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.1323529411764706,0.02040816326530612,0.11374407582938388,0.0,0.038461538461538464,0.13592233009708737,0.07317073170731707,0.19047619047619047,0.0,0.0,0.01935483870967742,0.08064516129032258,0.05172413793103448,0.05263157894736842,0.05263157894736842,0.0,0.0,0.07142857142857142,0.09090909090909091,0.0,0.0,0.0,0.09090909090909091,0.0196078431372549,0.1,0.0,0.42857142857142855,0.034482758620689655
2025-12-22/2025-12-28,0.11494252873563218,0.125,0.0,0.0,0.0,0.0,0.03125,0.13043478260869565,0.12080536912751678,0.0,0.06451612903225806,0.0,0.13846153846153847,0.16129032258064516,0.18181818181818182,0.0,0.16216216216216217,0.03296703296703297,0.0,0.024390243902439025,0.0,0.07352941176470588,0.12244897959183673,0.061611374407582936,0.0,0.0,0.17475728155339806,0.024390243902439025,0.047619047619047616,0.0,0.0,0.01935483870967742,0.06451612903225806,0.13793103448275862,0.06477732793522267,0.07894736842105263,0.0,0.0,0.047619047619047616,0.09090909090909091,0.0,0.125,0.3142857142857143,0.0,0.058823529411764705,0.06666666666666667,0.0,0.0,0.13793103448275862
2025-12-29/2026-01-04,0.16091954022988506,0.08333333333333333,0.05,0.0,0.0,0.005847953216374269,0.078125,0.13043478260869565,0.1610738255033557,0.34615384615384615,0.03225806451612903,0.0,0.06153846153846154,0.0,0.09090909090909091,0.0,0.0,0.17582417582417584,0.3,0.024390243902439025,0.0,0.29411764705882354,0.04081632653061224,0.13744075829383887,0.0,0.0,0.1650485436893204,0.04878048780487805,0.0,0.0,0.10526315789473684,0.01935483870967742,0.0,0.05172413793103448,0.048582995951417005,0.06578947368421052,0.0,0.0,0.09523809523809523,0.0,0.0,0.0,0.11428571428571428,0.0,0.0,0.15,0.0,0.2857142857142857,0.05172413793103448
